id,loaded_distance,appt_date,appt_time,client_id,driver_id,origin_lat,origin_lng,destination_lat,destination_lng,program_name
502296,32.7 mi,2021-10-01,15:15,847,281,44.26,-75.54,43.95,-75.91,STLAW
502297,86.9 mi,2021-10-01,06:00,99,75,43.06,-76.1,43.98,-75.61,FMCD
502298,60.0 mi,2021-10-01,06:45,7686,16,43.45,-76.51,43.98,-75.86,MCD
502299,25.5 mi,2021-10-01,06:45,129,119,43.98,-75.92,44.24,-75.61,MCD
502300,89.0 mi,2021-10-01,08:30,186,25,43.06,-76.1,44.03,-75.72,MCD
502301,69.5 mi,2021-10-01,07:45,9448,350,43.09,-76.19,43.98,-75.91,MCD70
502302,15.0 mi,2021-10-01,08:30,13481,345,43.98,-75.92,44.16,-75.81,MCD
502303,15.0 mi,2021-10-01,08:30,13482,345,43.98,-75.92,44.16,-75.81,MCD
502304,86.2 mi,2021-10-01,08:45,101,671,43.09,-76.19,44.18,-76.09,MCD
502305,16.2 mi,2021-10-01,08:15,9337,31,43.98,-75.92,43.98,-75.62,MCD
502306,4.6 mi,2021-10-01,11:30,437,18,44.09,-75.8,44.04,-75.84,STP
502307,31.8 mi,2021-10-01,11:00,15222,243,44.75,-74.99,44.69,-75.5,STLAW
502308,353 mi,2021-10-01,06:45,14760,191,41.14,-74.0,44.69,-75.5,STLAW
502309,35.1 mi,2021-10-01,10:45,12071,385,44.49,-74.92,44.69,-75.5,STLAW
502310,17.8 mi,2021-10-01,06:00,15069,246,44.52,-75.74,44.69,-75.5,STLAW
502311,32.4 mi,2021-10-01,12:10,6486,385,44.29,-75.55,43.95,-75.91,STLAW
502312,37.9 mi,2021-10-01,07:00,2334,293,43.0,-78.18,43.12,-77.59,GMCD
502313,23.4 mi,2021-10-01,13:00,7890,119,44.2,-75.61,43.97,-75.91,MCD
502314,12.1 mi,2021-10-01,08:00,126,489,43.92,-76.12,43.98,-75.92,MCD
502315,15.9 mi,2021-10-01,10:00,2137,776,43.81,-76.02,44.01,-75.92,MCD
502316,8.4 mi,2021-10-01,09:00,13455,869,43.92,-75.94,43.83,-76.02,MCD
502317,354 mi,2021-10-01,11:00,14760,191,44.69,-75.5,41.14,-74.0,STLAW
502318,50.1 mi,2021-10-01,14:30,626,134,43.69,-75.36,43.09,-75.28,LEWIS
502319,1.6 mi,2021-10-01,10:00,4919,18,43.98,-75.91,43.99,-75.9,STP
502320,11.6 mi,2021-10-01,11:00,15136,671,43.98,-75.92,44.12,-75.97,MCD
502321,35.4 mi,2021-10-01,15:15,2246,388,44.69,-75.5,44.28,-75.85,MCD
502322,90.6 mi,2021-10-01,16:00,167,16,43.04,-76.15,44.22,-75.8,MCD
502323,68.6 mi,2021-10-01,09:00,9339,120,43.09,-76.06,43.97,-75.9,MCD
502324,84.8 mi,2021-10-01,CALL,15732,15,43.06,-76.15,43.97,-75.59,MCD
502325,70.6 mi,2021-10-01,11:00,5917,870,43.05,-76.14,43.98,-75.91,MCD
502326,57.8 mi,2021-10-01,14:30,12173,815,43.04,-76.14,43.81,-76.02,STP
502327,14.3 mi,2021-10-01,14:00,2521,18,43.99,-75.59,44.02,-75.78,STP
502328,213 mi,2021-10-01,12:30,5912,180,43.12,-77.63,44.69,-75.49,STLMCD
502329,17.4 mi,2021-10-01,15:45,7605,407,43.95,-75.91,44.01,-75.65,STP
502330,15.4 mi,2021-10-01,12:30,4650,31,43.98,-75.92,44.02,-75.66,FMCD
502331,1.4 mi,2021-10-01,13:30,7653,362,43.99,-75.59,43.98,-75.61,STP
502332,17.4 mi,2021-10-01,14:45,14774,630,43.97,-75.91,43.99,-75.62,OTP
502333,16.6 mi,2021-10-01,18:45,12466,630,43.95,-75.91,43.97,-75.62,STP
502334,16.5 mi,2021-10-01,20:00,13305,865,43.95,-75.91,43.97,-75.62,STP
502335,13.1 mi,2021-10-01,12:00,13094,776,43.95,-75.91,43.81,-76.02,MCD
502336,13.1 mi,2021-10-01,09:15,15490,31,43.98,-75.92,44.02,-75.72,OTP
502337,17.8 mi,2021-10-01,11:15,15069,388,44.69,-75.5,44.52,-75.74,STLAW
502338,16.3 mi,2021-10-01,10:00,7104,127,43.98,-75.92,43.81,-76.04,MCD
502339,16.3 mi,2021-10-01,11:30,6293,127,43.98,-75.92,43.81,-76.04,MCD
502340,16.8 mi,2021-10-01,11:30,5961,66,43.98,-75.92,43.81,-76.03,FMCD
502341,14.6 mi,2021-10-01,14:30,2476,127,43.97,-75.91,43.86,-76.13,STP
502342,19.4 mi,2021-10-01,09:30,12221,164,43.97,-75.91,43.98,-75.55,STP
502343,85.1 mi,2021-10-01,09:30,13726,934,43.04,-76.14,43.98,-75.61,STP
502344,28.4 mi,2021-10-01,09:30,15451,133,43.98,-75.92,44.33,-75.92,FMCD
502345,15.0 mi,2021-10-01,11:00,7286,397,43.98,-75.92,44.14,-75.73,MCD
502346,20.4 mi,2021-10-01,11:00,12641,487,43.98,-75.92,44.25,-75.89,FMCD
502347,25.3 mi,2021-10-01,11:00,3055,119,43.95,-75.91,44.2,-75.61,MCD
502348,34.6 mi,2021-10-01,10:00,9226,554,44.94,-74.91,44.7,-75.49,STLMCD
502349,33.4 mi,2021-10-01,12:00,1952,344,43.99,-75.84,44.34,-75.91,MCD
502350,23.8 mi,2021-10-01,16:30,10833,926,43.95,-75.91,44.24,-76.08,FMCD
502351,45.4 mi,2021-10-01,12:30,13624,250,44.67,-74.97,44.15,-75.03,STLMCD
502352,28.7 mi,2021-10-01,12:00,2260,309,44.33,-75.47,44.18,-75.07,STLMCD
502353,11.8 mi,2021-10-01,08:45,100,362,44.03,-75.72,43.98,-75.92,FMCD
502354,10.9 mi,2021-10-01,09:00,151,407,44.01,-75.77,43.94,-75.93,MCD
502355,2.5 mi,2021-10-01,13:30,5506,865,43.98,-75.9,43.95,-75.91,MCD
502356,6.0 mi,2021-10-01,11:30,2243,120,44.02,-75.85,43.96,-75.91,MCD
502357,14.8 mi,2021-10-01,10:00,7554,135,44.11,-75.78,43.95,-75.91,MCD
502358,23.4 mi,2021-10-01,15:00,7890,119,43.97,-75.91,44.2,-75.61,MCD
502359,7.6 mi,2021-10-01,14:00,2040,580,44.34,-75.92,44.3,-75.8,STP
502360,33.7 mi,2021-10-01,17:00,14990,32,43.98,-75.92,43.83,-75.4,SRVC
502361,30.7 mi,2021-10-01,15:15,2303,487,43.96,-75.91,44.34,-75.91,MCD
502362,23.1 mi,2021-10-01,15:15,6123,590,43.95,-75.91,44.23,-76.08,MCD
502363,7.7 mi,2021-10-01,07:15,3915,345,43.98,-75.92,44.01,-76.05,MCD
502364,15.8 mi,2021-10-01,09:00,100,362,43.98,-75.92,44.03,-75.72,FMCD
502365,0.7 mi,2021-10-01,11:00,2684,466,43.79,-75.49,43.78,-75.48,FIDLS
502366,8.9 mi,2021-10-01,11:30,6682,345,43.95,-75.91,44.01,-76.02,MCD
502367,31.8 mi,2021-10-01,14:45,15222,243,44.69,-75.5,44.75,-74.99,STLAW
502368,10.4 mi,2021-10-01,13:30,14029,805,43.31,-76.39,43.32,-76.58,""
502369,7.8 mi,2021-10-01,13:15,14893,727,43.31,-76.39,43.23,-76.29,""
502370,28.3 mi,2021-10-01,11:00,4432,489,44.34,-75.92,43.99,-75.9,MCD
502371,13.8 mi,2021-10-01,09:00,126,489,43.98,-75.92,43.92,-76.12,MCD
502372,22.7 mi,2021-10-01,09:00,8424,590,44.23,-76.08,43.97,-75.94,STP
502373,22.5 mi,2021-10-01,10:00,8424,590,43.97,-75.94,44.23,-76.08,STP
502374,22.5 mi,2021-10-01,16:00,11925,53,43.95,-75.91,44.12,-76.21,MCD
502375,9.6 mi,2021-10-01,15:00,125,312,43.95,-75.91,44.01,-76.04,MCD
502376,58.9 mi,2021-10-01,18:50,12594,865,43.95,-75.91,43.25,-76.31,OTP
502377,1.0 mi,2021-10-01,12:00,4184,186,44.97,-74.65,44.97,-74.63,STLMCD
502378,24.0 mi,2021-10-01,14:30,5490,475,44.34,-75.47,44.59,-75.18,STLMCD
502379,10.5 mi,2021-10-01,11:30,740,475,44.66,-74.98,44.67,-74.8,STLMCD
502380,9.0 mi,2021-10-01,11:00,14819,91,44.68,-74.98,44.8,-74.98,STLAW
502381,10.4 mi,2021-10-01,13:30,14904,91,44.67,-74.96,44.8,-74.98,STLAW
502382,14.5 mi,2021-10-01,11:00,7554,135,43.95,-75.91,44.11,-75.78,MCD
502383,5.2 mi,2021-10-01,10:30,959,135,43.95,-75.91,44.01,-75.88,STP
502384,5.9 mi,2021-10-01,12:15,2243,120,43.96,-75.91,44.02,-75.85,MCD
502385,29.4 mi,2021-10-01,11:00,15457,929,43.91,-75.37,43.97,-75.88,LSVC
502386,19.4 mi,2021-10-01,13:00,15540,149,44.69,-75.5,44.59,-75.18,""
502387,14.3 mi,2021-10-01,18:00,12113,149,44.59,-75.18,44.5,-74.97,""
502388,16.0 mi,2021-10-01,11:00,7878,133,43.98,-75.92,43.98,-75.62,MCD
502389,24.3 mi,2021-10-01,14:30,10661,133,43.95,-75.91,44.24,-76.08,STP
502390,8.8 mi,2021-10-01,07:30,1832,71,43.98,-75.92,44.04,-75.9,MCD
502391,8.3 mi,2021-10-01,10:00,13455,869,43.83,-76.02,43.92,-75.94,MCD
502392,10.9 mi,2021-10-01,10:00,151,407,43.94,-75.93,44.01,-75.77,MCD
502393,16.4 mi,2021-10-01,10:00,7510,302,43.98,-75.61,43.98,-75.92,MCD
502394,7.5 mi,2021-10-01,18:00,14676,613,44.59,-75.18,44.5,-75.27,""
502395,37.4 mi,2021-10-01,08:00,2334,293,43.12,-77.59,43.0,-78.18,GMCD
502396,29.5 mi,2021-10-01,12:00,15457,929,43.97,-75.88,43.91,-75.37,LSVC
502397,39.3 mi,2021-10-01,10:15,7696,65,43.98,-75.92,43.74,-75.34,LMCD
502398,50.5 mi,2021-10-01,15:30,626,134,43.09,-75.28,43.69,-75.36,LEWIS
502399,16.5 mi,2021-10-01,10:00,9627,192,44.59,-75.18,44.52,-74.91,""
502400,16.8 mi,2021-10-01,10:30,12716,865,43.95,-75.91,44.13,-75.74,STP
502401,12.8 mi,2021-10-01,18:00,14143,246,44.59,-75.18,44.55,-74.96,""
502402,12.8 mi,2021-10-01,18:00,13920,246,44.59,-75.18,44.55,-74.96,""
502403,11.4 mi,2021-10-01,09:45,9446,66,43.98,-75.92,44.03,-75.73,MCD
502404,10.5 mi,2021-10-01,10:00,3928,55,44.8,-74.98,44.92,-74.89,STLAW
502405,29.0 mi,2021-10-01,16:00,12209,293,42.96,-78.74,43.01,-78.23,GMCD
502406,13.8 mi,2021-10-01,16:00,11488,729,43.8,-75.5,43.97,-75.63,STP
502407,1.4 mi,2021-10-01,09:45,15046,825,43.98,-75.92,43.97,-75.91,MCD
502408,1.1 mi,2021-10-01,10:00,13390,590,43.98,-75.92,43.97,-75.9,MCD
502409,4.5 mi,2021-10-01,15:30,437,18,44.04,-75.84,44.09,-75.8,STP
502410,25.0 mi,2021-10-01,15:50,217,32,43.95,-75.91,44.2,-75.62,STP
502411,2.8 mi,2021-10-01,10:30,6498,825,43.98,-75.95,43.96,-75.91,PW
502412,10.5 mi,2021-10-01,13:00,15735,345,43.95,-76.12,43.98,-75.91,MCD
502413,167 mi,2021-10-01,06:30,7935,267,44.15,-75.72,43.07,-77.63,FIDLS
502414,5.9 mi,2021-10-01,15:00,11932,224,44.74,-75.0,44.67,-74.99,FMLM
502415,9.5 mi,2021-10-01,17:00,4002,164,43.79,-75.49,43.89,-75.51,TLS
502416,167 mi,2021-10-01,10:00,7935,267,43.07,-77.63,44.15,-75.72,FIDLS
502417,20.0 mi,2021-10-01,10:45,3204,816,44.34,-75.46,44.22,-75.8,MCD
502418,9.0 mi,2021-10-01,10:00,5766,299,44.34,-75.92,44.25,-75.89,MCD
502419,28.7 mi,2021-10-01,11:30,14149,32,43.96,-75.89,43.93,-75.39,SRVC
502420,18.1 mi,2021-10-01,11:00,9204,166,43.8,-75.5,43.58,-75.33,TLS
502421,33.2 mi,2021-10-01,11:30,14998,262,43.98,-75.92,43.79,-75.39,LMCD
502422,3.5 mi,2021-10-01,PM,548,91,44.66,-75.03,44.69,-74.98,STLAW
502423,38.3 mi,2021-10-01,16:00,15729,994,43.46,-76.52,42.97,-76.54,""
502424,28.5 mi,2021-10-01,09:00,3126,344,43.98,-75.92,44.32,-75.96,MCD
502425,42.0 mi,2021-10-01,13:00,15030,974,43.02,-78.74,42.56,-78.93,EMCD
502426,16.8 mi,2021-10-01,07:45,10494,768,42.8,-78.8,42.61,-78.81,EMCD
502427,2.3 mi,2021-10-01,15:15,9497,487,43.95,-75.91,43.97,-75.92,PW
502428,96.3 mi,2021-10-01,13:00,14466,98,44.25,-75.67,43.04,-76.14,MCD
502429,14.9 mi,2021-10-01,15:00,15736,302,43.98,-75.61,43.8,-75.5,MCD
502430,22.4 mi,2021-10-01,09:00,681,127,43.73,-76.14,43.96,-75.91,MCD
502431,97.5 mi,2021-10-01,14:00,14466,98,43.04,-76.14,44.25,-75.67,MCD
502432,14.9 mi,2021-10-01,16:00,15736,302,43.8,-75.5,43.98,-75.61,MCD
502433,16.8 mi,2021-10-01,15:30,15481,120,43.99,-75.59,43.97,-75.9,MCD
502434,29.9 mi,2021-10-01,11:00,11397,359,43.13,-77.6,42.98,-77.99,GMCD
502435,8.0 mi,2021-10-01,12:00,662,133,43.95,-75.91,44.03,-75.83,MCD
502436,15.7 mi,2021-10-01,08:00,7163,302,43.98,-75.61,43.97,-75.91,PWD
502437,15.8 mi,2021-10-01,08:30,7163,302,43.97,-75.91,43.98,-75.61,PWD
502438,32.6 mi,2021-10-01,10:30,630,185,43.79,-75.5,43.44,-75.58,LMCD
502439,27.8 mi,2021-10-01,14:30,894,54,44.6,-75.15,44.31,-75.45,STLMCD
502440,23.9 mi,2021-10-01,13:15,7472,379,43.48,-75.34,43.8,-75.5,LMCD
502441,33.9 mi,2021-10-01,12:30,4691,198,44.69,-75.5,44.33,-75.25,STLAW
502442,9.2 mi,2021-10-01,PM,1159,198,44.66,-75.03,44.6,-75.17,STLAW
502443,15.6 mi,2021-10-01,08:30,2615,200,44.68,-74.98,44.81,-74.77,STLAW
502444,243 mi,2021-10-01,13:30,7746,200,44.59,-75.17,42.79,-78.12,STLMCD
502445,23.9 mi,2021-10-01,15:15,7472,379,43.8,-75.5,43.48,-75.34,LMCD
502446,2.1 mi,2021-10-01,17:30,14095,200,44.6,-75.15,44.59,-75.17,""
502447,19.1 mi,2021-10-01,18:00,15019,154,44.59,-75.18,44.69,-75.5,""
502448,22.6 mi,2021-10-01,AM/PM,728,200,44.66,-75.03,44.42,-75.13,SOTP
502449,32.5 mi,2021-10-01,12:00,847,281,43.97,-75.94,44.26,-75.54,STLAW
502450,31.2 mi,2021-10-01,19:30,847,59,43.95,-75.91,44.26,-75.54,STLAW
502451,34.2 mi,2021-10-01,09:45,12797,177,44.71,-75.46,44.93,-74.88,STLMCD
502452,83.0 mi,2021-10-01,14:30,5253,177,44.71,-73.45,44.94,-74.9,STLMCD
502453,8.5 mi,2021-10-01,11:15,13497,163,43.98,-75.92,43.92,-75.81,MCD
502454,2.4 mi,2021-10-01,11:00,9198,71,43.98,-75.9,43.95,-75.91,""
502455,3.0 mi,2021-10-01,11:00,11436,815,43.98,-75.92,43.95,-75.92,MCD
502456,11.2 mi,2021-10-01,11:45,143,869,43.89,-75.78,43.98,-75.92,LMCD
502457,11.4 mi,2021-10-01,12:45,143,869,43.98,-75.92,43.89,-75.78,LMCD
502458,31.4 mi,2021-10-01,11:15,15560,878,43.04,-76.14,43.1,-75.65,""
502459,22.6 mi,2021-10-01,12:15,15704,978,43.05,-76.06,43.08,-75.76,""
502460,2.4 mi,2021-10-01,12:30,9198,71,43.95,-75.91,43.98,-75.9,""
502461,9.5 mi,2021-10-01,11:30,14209,53,43.96,-75.89,44.05,-75.83,SRVC
502462,9.5 mi,2021-10-01,11:30,14210,53,43.96,-75.89,44.05,-75.83,SRVC
502463,20.5 mi,2021-10-01,10:00,14467,492,44.61,-75.13,44.71,-75.46,STLMCD
502464,124 mi,2021-10-01,16:00,13221,492,43.12,-76.18,44.7,-75.5,STLMCD
502465,10.5 mi,2021-10-01,14:15,3928,129,44.92,-74.89,44.8,-74.98,STLAW
502466,53.8 mi,2021-10-01,16:45,3189,91,44.33,-75.47,44.93,-74.88,""
502467,13.0 mi,2021-10-01,11:00,792,729,43.77,-75.48,43.62,-75.37,LEWIS
502468,0.2 mi,2021-10-01,16:45,4174,191,44.33,-75.47,44.34,-75.46,""
502469,8.5 mi,2021-10-01,13:30,10377,804,44.68,-74.98,44.6,-75.07,STLMCD
502470,22.6 mi,2021-10-01,13:00,10171,135,43.96,-75.91,44.24,-76.08,MCD
502471,0.7 mi,2021-10-01,17:15,14898,157,44.93,-74.88,44.93,-74.88,""
502472,34.6 mi,2021-10-01,AM,1378,826,44.34,-75.45,44.16,-74.98,SOTP
502473,8.5 mi,2021-10-01,11:30,50,157,44.92,-74.89,44.83,-74.98,STLMCD
502474,1.1 mi,2021-10-01,15:15,9710,157,44.93,-74.89,44.94,-74.88,""
502475,29.9 mi,2021-10-01,10:45,13651,804,44.6,-75.17,44.94,-74.89,""
502476,0.7 mi,2021-10-01,17:15,14956,157,44.93,-74.88,44.93,-74.88,""
502477,11.8 mi,2021-10-01,15:30,6316,223,44.86,-75.2,44.8,-75.0,FMLM
502478,2.4 mi,2021-10-01,15:30,6581,223,44.86,-75.2,44.85,-75.24,FMLM
502479,30.6 mi,2021-10-01,14:30,15150,190,44.86,-74.29,44.95,-74.79,STLMCD
502480,12.6 mi,2021-10-01,16:10,15683,190,44.8,-74.99,44.67,-75.05,FMLM
502481,29.8 mi,2021-10-01,09:30,9598,90,44.6,-75.17,44.93,-74.88,""
502482,19.4 mi,2021-10-01,11:30,1782,224,44.67,-74.97,44.86,-75.2,STLMCD
502483,18.9 mi,2021-10-01,15:15,3304,224,44.68,-74.98,44.9,-75.06,STLMCD
502484,37.7 mi,2021-10-01,12:00,5582,129,44.85,-74.29,44.84,-74.98,STLMCD
502485,21.4 mi,2021-10-01,11:00,12445,613,44.67,-74.97,44.59,-75.32,STLMCD
502486,5.7 mi,2021-10-01,10:15,5560,613,44.67,-74.97,44.62,-74.98,STLMCD
502487,10.8 mi,2021-10-01,10:00,12852,222,44.59,-75.18,44.5,-75.32,""
502488,10.8 mi,2021-10-01,10:00,12851,222,44.59,-75.18,44.5,-75.32,""
502489,24.8 mi,2021-10-01,14:00,476,59,43.95,-75.91,43.78,-76.22,STP
502490,0.4 mi,2021-10-01,14:00,519,222,44.34,-75.47,44.34,-75.46,STLAW
502491,24.9 mi,2021-10-01,12:00,15693,25,43.95,-75.91,44.07,-75.5,MCD
502492,60.7 mi,2021-10-01,14:30,12052,613,43.95,-75.92,44.59,-75.18,STLMCD
502493,36.3 mi,2021-10-01,12:30,15734,232,44.34,-75.47,44.68,-74.99,STLMCD
502494,2.6 mi,2021-10-01,14:30,5506,865,43.95,-75.91,43.98,-75.9,MCD
502495,32.7 mi,2021-10-01,13:00,15370,344,44.34,-75.92,43.95,-76.1,STP
502496,22.6 mi,2021-10-01,14:00,14369,397,43.95,-75.91,44.22,-75.8,MCD
502497,2.1 mi,2021-10-01,15:00,15737,362,43.98,-75.89,43.98,-75.92,MCD
502498,12.5 mi,2021-10-01,12:15,513,91,44.59,-75.18,44.69,-74.98,STLAW
502499,69.4 mi,2021-10-01,11:00,15738,14,43.04,-76.14,43.96,-75.91,OTP
502500,4.5 mi,2021-10-01,11:00,10574,927,44.04,-75.84,44.0,-75.9,OTP
502501,13.4 mi,2021-10-01,21:30,5180,385,44.53,-75.59,44.69,-75.5,FMLM
502502,10.6 mi,2021-10-01,09:45,6637,865,43.97,-75.91,44.09,-75.81,STP
502503,48.7 mi,2021-10-01,10:00,7284,820,44.6,-75.17,44.3,-75.8,""
502504,2.3 mi,2021-10-01,15:30,15737,362,43.98,-75.92,43.98,-75.89,MCD
502505,3.1 mi,2021-10-01,09:30,14621,927,43.98,-75.92,43.95,-75.92,MCD
502506,10.9 mi,2021-10-01,12:30,12820,154,44.68,-74.98,44.83,-74.98,STLMCD
502507,19.6 mi,2021-10-01,15:30,324,154,44.68,-74.98,44.93,-74.93,STLMCD
502508,18.7 mi,2021-10-01,16:15,2829,564,44.6,-75.15,44.7,-75.47,FMLM
502509,122 mi,2021-10-01,12:15,2045,187,43.12,-76.14,44.7,-75.48,STLMCD
502510,54.2 mi,2021-10-01,11:15,577,196,44.61,-75.13,44.85,-74.15,STLMCD
502511,12.7 mi,2021-10-01,14:30,15733,196,44.68,-74.98,44.52,-74.95,STLMCD
502512,51.5 mi,2021-10-01,10:15,9237,203,43.98,-75.92,44.45,-75.24,STLMCD
502513,32.1 mi,2021-10-01,16:15,6486,385,43.95,-75.91,44.29,-75.55,STLAW
502514,30.4 mi,2021-10-01,14:30,12417,385,44.69,-75.5,44.34,-75.45,SOTP
502515,18.7 mi,2021-10-01,10:00,5410,191,44.59,-75.18,44.7,-75.49,STLMCD
502516,0.5 mi,2021-10-01,15:15,13384,108,44.69,-75.5,44.69,-75.5,STLMCD
502517,50.6 mi,2021-10-01,10:45,753,49,43.98,-75.92,44.61,-75.59,STLMCD
502518,10.5 mi,2021-10-01,13:45,15735,345,43.98,-75.91,43.95,-76.12,MCD
502519,22.4 mi,2021-10-01,10:00,681,127,43.96,-75.91,43.73,-76.14,MCD
502520,29.4 mi,2021-10-01,14:15,2784,130,44.68,-74.98,44.69,-75.49,STLMCD
502521,16.0 mi,2021-10-01,11:00,2137,776,44.01,-75.92,43.81,-76.02,MCD
502522,35.1 mi,2021-10-01,15:00,12071,130,44.69,-75.5,44.49,-74.92,STLAW
502523,15.4 mi,2021-10-01,15:30,15010,932,44.34,-75.92,44.16,-75.85,STP
502524,42.4 mi,2021-10-01,09:42,5521,107,43.21,-71.52,43.09,-70.8,CTS
502525,42.9 mi,2021-10-01,13:00,5521,107,43.09,-70.8,43.21,-71.52,CTS
502526,21.3 mi,2021-10-01,11:30,15739,494,43.65,-72.34,43.66,-72.03,CTS
502527,19.9 mi,2021-10-01,13:00,14081,683,37.8,-121.2,37.98,-121.35,VOGO
502528,20.6 mi,2021-10-01,13:30,14081,683,37.98,-121.35,37.8,-121.2,VOGO
502529,43.0 mi,2021-10-01,12:00,15583,828,42.83,-72.17,42.84,-71.49,ONE
502530,68.1 mi,2021-10-01,15:30,15740,495,43.42,-72.0,42.75,-71.48,CTS
502531,5.9 mi,2021-10-01,14:15,12848,827,37.72,-120.94,37.69,-120.99,VOGO
502532,5.5 mi,2021-10-01,17:15,12848,868,37.69,-120.99,37.72,-120.94,VOGO
502533,20.0 mi,2021-10-02,08:00,14145,828,42.96,-72.47,42.85,-72.35,CTS
502534,1.9 mi,2021-10-02,11:45,9651,885,37.74,-120.94,37.73,-120.96,VOGO
502535,1.9 mi,2021-10-02,14:00,9651,885,37.73,-120.96,37.74,-120.94,VOGO
502536,0.8 mi,2021-10-02,09:45,14007,611,37.8,-121.0,37.79,-121.0,VOGO
502537,308 ft,2021-10-02,10:45,14007,611,37.79,-121.0,37.79,-121.0,VOGO
502538,0.9 mi,2021-10-02,11:00,14007,611,37.79,-121.0,37.8,-121.0,VOGO
502539,20.8 mi,2021-10-02,06:15,4251,215,43.44,-71.66,43.2,-71.56,ONE
502540,21.3 mi,2021-10-02,11:45,4251,215,43.2,-71.56,43.44,-71.66,ONE
502541,20.0 mi,2021-10-02,08:30,14145,828,42.85,-72.35,42.96,-72.47,CTS
502542,20.0 mi,2021-10-03,08:00,14145,828,42.96,-72.47,42.85,-72.35,CTS
502543,20.0 mi,2021-10-03,08:30,14145,828,42.85,-72.35,42.96,-72.47,CTS
502544,86.8 mi,2021-10-03,17:00,15741,197,44.03,-73.4,43.65,-72.25,CTS
502545,15.9 mi,2021-10-04,05:00,15382,107,42.77,-71.24,42.82,-71.41,ONE
502546,20.4 mi,2021-10-04,07:30,12046,494,43.02,-71.76,42.98,-71.45,ONE
502547,20.0 mi,2021-10-04,08:00,14145,828,42.96,-72.47,42.85,-72.35,CTS
502548,29.7 mi,2021-10-04,09:30,14900,494,43.36,-72.35,43.66,-72.24,CTS
502549,20.0 mi,2021-10-04,08:30,14145,828,42.85,-72.35,42.96,-72.47,CTS
502550,30.6 mi,2021-10-04,13:50,14900,495,43.66,-72.24,43.36,-72.35,CTS
502551,87.3 mi,2021-10-04,06:30,15741,175,43.65,-72.25,44.03,-73.4,CTS
502552,17.6 mi,2021-10-04,10:00,13718,495,43.27,-71.78,43.19,-71.52,ONE
502553,17.8 mi,2021-10-04,10:45,13718,495,43.19,-71.52,43.27,-71.78,ONE
502554,15.5 mi,2021-10-04,05:25,15382,107,42.82,-71.41,42.77,-71.24,ONE
502555,21.5 mi,2021-10-04,08:45,12046,494,42.98,-71.45,43.02,-71.76,ONE
502556,65.5 mi,2021-10-04,14:30,14097,494,42.93,-72.28,43.65,-72.25,ONE
502557,67.1 mi,2021-10-04,18:15,14097,197,43.65,-72.25,42.93,-72.28,ONE
502558,11.4 mi,2021-10-04,12:15,6699,215,43.67,-71.5,43.53,-71.46,ONE
502559,11.6 mi,2021-10-04,14:30,6699,215,43.53,-71.46,43.67,-71.5,ONE
502560,18.4 mi,2021-10-04,12:30,15535,827,37.79,-120.99,37.9,-121.24,VOGO
502561,18.4 mi,2021-10-04,15:30,15535,827,37.9,-121.24,37.79,-120.99,VOGO
502562,11.7 mi,2021-10-04,09:45,11589,827,37.8,-121.18,37.71,-121.05,VOGO
502563,11.6 mi,2021-10-04,11:30,11589,827,37.71,-121.05,37.8,-121.18,VOGO
502564,1.9 mi,2021-10-04,13:15,9651,767,37.74,-120.94,37.73,-120.96,VOGO
502565,1.9 mi,2021-10-04,17:15,9651,885,37.73,-120.96,37.74,-120.94,VOGO
502566,6.2 mi,2021-10-01,09:10,15438,475,44.61,-75.05,44.6,-75.14,FMLM
502567,11.8 mi,2021-10-01,08:35,6316,224,44.8,-75.0,44.86,-75.2,FMLM
502568,2.4 mi,2021-10-01,08:35,6581,224,44.85,-75.24,44.86,-75.2,FMLM
502569,34.1 mi,2021-10-01,11:00,847,281,44.26,-75.54,43.97,-75.94,STLAW
502570,1.1 mi,2021-10-01,13:15,9710,157,44.94,-74.88,44.93,-74.89,""
502571,0.2 mi,2021-10-01,15:15,4174,191,44.34,-75.46,44.33,-75.47,""
502572,7.6 mi,2021-10-01,17:30,13731,71,43.89,-75.86,43.9,-75.95,SRVC
502573,7.8 mi,2021-10-01,11:15,14893,994,43.23,-76.29,43.31,-76.39,""
502574,14.4 mi,2021-10-01,15:15,12000,727,43.24,-76.23,43.32,-76.42,""
502575,14.4 mi,2021-10-01,15:15,12001,727,43.24,-76.23,43.32,-76.42,""
502576,6.0 mi,2021-10-01,08:00,7510,71,44.03,-75.68,43.98,-75.61,MCD
502577,32.7 mi,2021-10-01,15:15,847,281,44.26,-75.54,43.95,-75.91,STLAW
502578,15.7 mi,2021-10-01,08:00,7163,302,43.98,-75.61,43.97,-75.91,PWD
502579,15.8 mi,2021-10-01,08:30,7163,302,43.97,-75.91,43.98,-75.61,PWD
502580,32.5 mi,2021-10-01,12:00,847,281,43.97,-75.94,44.26,-75.54,STLAW
502581,31.2 mi,2021-10-01,19:30,847,59,43.95,-75.91,44.26,-75.54,STLAW
502582,11.8 mi,2021-10-01,15:30,6316,223,44.86,-75.2,44.8,-75.0,FMLM
502583,2.4 mi,2021-10-01,15:30,6581,223,44.86,-75.2,44.85,-75.24,FMLM
502584,16.4 mi,2021-10-01,08:00,7510,407,43.98,-75.92,43.98,-75.61,MCD
502585,22.7 mi,2021-10-01,16:15,4842,31,43.92,-75.53,43.95,-75.91,LMCD
