id,loaded_distance,appt_date,appt_time,client_id,driver_id,origin_lat,origin_lng,destination_lat,destination_lng,program_name
515948,6.6 mi,2021-10-28,17:00,11715,157,44.91,-75.01,44.93,-74.88,""
515949,48.7 mi,2021-10-28,10:30,2304,344,44.2,-75.6,44.68,-74.98,FIDLS
515950,15.7 mi,2021-10-28,13:30,4633,816,44.18,-75.79,43.99,-75.84,STP
515951,32.6 mi,2021-10-28,14:00,5636,307,43.44,-75.58,43.79,-75.5,LMCD
515952,39.2 mi,2021-10-28,10:00,7696,307,43.74,-75.34,43.98,-75.92,LMCD
515953,8.2 mi,2021-10-28,10:30,6278,59,44.01,-76.05,43.98,-75.92,MCD
515954,25.9 mi,2021-10-28,10:00,9029,135,43.3,-76.26,43.06,-76.15,MCD
515955,8.0 mi,2021-10-28,17:45,662,930,44.03,-75.83,43.95,-75.91,MCD
515956,23.6 mi,2021-10-28,10:15,62,16,43.95,-75.92,44.23,-76.09,FIDLS
515957,31.7 mi,2021-10-28,11:15,3824,935,43.85,-75.41,43.95,-75.91,LEWIS
515958,39.3 mi,2021-10-28,10:15,7696,307,43.98,-75.92,43.74,-75.34,LMCD
515959,31.7 mi,2021-10-28,12:15,3824,935,43.95,-75.91,43.85,-75.41,LEWIS
515960,11.8 mi,2021-10-28,15:30,6316,235,44.86,-75.2,44.8,-75.0,FMLM
515961,2.4 mi,2021-10-28,15:30,6581,235,44.86,-75.2,44.85,-75.24,FMLM
515962,15.9 mi,2021-10-28,13:45,11009,226,44.92,-74.89,44.74,-74.78,STLAW
515963,260 mi,2021-10-28,10:15,7235,235,44.69,-75.5,42.15,-73.8,STLAW
515964,48.7 mi,2021-10-28,11:30,2304,344,44.68,-74.98,44.2,-75.6,FIDLS
515965,1.6 mi,2021-10-28,13:45,515,186,44.92,-74.89,44.94,-74.89,STLAW
515966,6.4 mi,2021-10-28,11:30,197,938,43.97,-75.91,44.05,-75.93,OTP
515967,25.4 mi,2021-10-28,11:00,9029,135,43.06,-76.15,43.3,-76.26,MCD
515968,16.2 mi,2021-10-28,10:00,9337,31,43.98,-75.92,43.98,-75.62,MCD
515969,15.7 mi,2021-10-28,14:30,4633,816,43.99,-75.84,44.18,-75.79,STP
515970,15.3 mi,2021-10-28,14:15,5256,127,43.99,-75.94,43.99,-76.2,SRVC
515971,7.9 mi,2021-10-28,10:45,6278,59,43.98,-75.92,44.01,-76.05,MCD
515972,12.4 mi,2021-10-28,11:00,12978,723,43.46,-76.21,43.45,-76.41,""
515973,5.9 mi,2021-10-28,14:45,12285,805,43.31,-76.42,43.32,-76.5,""
515974,1.5 mi,2021-10-28,09:00,9249,938,43.99,-75.9,43.98,-75.92,FMCD
515975,1.5 mi,2021-10-28,10:15,9249,938,43.98,-75.92,43.99,-75.9,FMCD
515976,6.9 mi,2021-10-28,12:00,2530,23,43.95,-75.91,44.04,-75.9,MCD
515977,9.7 mi,2021-10-28,11:00,115,533,43.95,-75.91,44.01,-76.04,MCD
515978,13.2 mi,2021-10-28,12:15,15809,805,43.31,-76.39,43.45,-76.51,""
515979,2.0 mi,2021-10-28,12:00,13999,71,43.97,-75.91,43.98,-75.88,FIDLS
515980,1.8 mi,2021-10-28,14:15,15960,727,43.32,-76.41,43.31,-76.39,""
515981,12.7 mi,2021-10-28,15:15,15960,805,43.31,-76.39,43.29,-76.6,""
515982,137 mi,2021-10-28,17:00,2729,243,44.48,-73.19,44.92,-74.89,STLAW
515983,8.0 mi,2021-10-28,18:30,662,930,43.95,-75.91,44.03,-75.83,MCD
515984,21.1 mi,2021-10-29,15:30,9646,489,43.85,-76.19,43.98,-75.92,HGS
515985,21.1 mi,2021-10-29,15:30,13236,489,43.85,-76.19,43.98,-75.92,HGS
515986,21.1 mi,2021-10-29,15:30,13235,489,43.85,-76.19,43.98,-75.92,HGS
515987,16.9 mi,2021-10-29,08:30,10253,32,44.02,-75.55,44.05,-75.8,SRVC
515988,1.9 mi,2021-10-29,15:15,14956,157,44.95,-74.91,44.93,-74.88,""
515989,1.9 mi,2021-10-29,15:15,14898,157,44.95,-74.91,44.93,-74.88,""
515990,9.3 mi,2021-10-29,06:00,15586,163,43.88,-75.42,43.8,-75.5,LEWIS
515991,0.5 mi,2021-10-29,09:15,382,466,43.79,-75.49,43.8,-75.5,LEWIS
515992,2.1 mi,2021-10-29,15:00,5084,161,43.79,-75.47,43.8,-75.5,LEWIS
515993,5.9 mi,2021-10-29,10:45,6816,466,43.74,-75.54,43.8,-75.5,LEWIS
515994,6.8 mi,2021-10-29,10:30,13192,466,43.73,-75.41,43.8,-75.5,LEWIS
515995,19.7 mi,2021-10-29,11:45,381,161,43.88,-75.18,43.8,-75.5,LEWIS
515996,1.2 mi,2021-10-29,14:00,12257,59,43.97,-75.91,43.98,-75.92,SRVC
515997,2.1 mi,2021-10-29,15:30,14095,54,44.59,-75.17,44.6,-75.15,""
515998,116 mi,2021-10-29,17:00,14953,59,43.99,-75.84,42.75,-76.34,SRVC
515999,35.6 mi,2021-10-29,09:30,12419,163,43.88,-75.29,43.98,-75.92,SRVC
516000,35.6 mi,2021-10-29,11:30,12419,163,43.98,-75.92,43.88,-75.29,SRVC
516001,35.6 mi,2021-10-29,09:30,15606,163,43.88,-75.29,43.98,-75.92,SRVC
516002,35.6 mi,2021-10-29,11:30,15606,163,43.98,-75.92,43.88,-75.29,SRVC
516003,138 mi,2021-10-29,08:45,2521,865,44.02,-75.78,43.19,-77.59,STP
516004,17.8 mi,2021-10-29,17:00,10254,75,44.02,-75.55,44.06,-75.81,SRVC
516005,17.0 mi,2021-10-29,08:00,5428,224,44.86,-75.2,44.92,-74.89,FMLM
516006,16.2 mi,2021-10-29,16:45,5428,177,44.94,-74.91,44.86,-75.2,FMLM
516007,11.1 mi,2021-10-29,09:00,14893,805,43.23,-76.29,43.32,-76.44,""
516008,5.9 mi,2021-10-29,09:30,12978,788,43.45,-76.41,43.47,-76.5,""
516009,13.2 mi,2021-10-29,14:15,15253,788,43.46,-76.5,43.31,-76.39,""
516010,13.5 mi,2021-10-29,15:15,15350,805,43.47,-76.5,43.31,-76.39,""
516011,43.0 mi,2021-10-29,17:00,12582,23,43.76,-76.08,43.33,-76.4,""
516012,43.0 mi,2021-10-29,17:00,12581,23,43.76,-76.08,43.33,-76.4,""
516013,43.0 mi,2021-10-29,17:00,12580,23,43.76,-76.08,43.33,-76.4,""
516014,5.9 mi,2021-10-29,09:30,12979,788,43.45,-76.41,43.47,-76.5,""
516015,14.4 mi,2021-10-29,16:00,12000,994,43.24,-76.23,43.32,-76.42,""
516016,14.4 mi,2021-10-29,16:00,12001,994,43.24,-76.23,43.32,-76.42,""
516017,11.4 mi,2021-10-29,14:00,15730,718,43.45,-76.49,43.32,-76.44,""
516018,28.4 mi,2021-10-29,14:15,14009,805,43.47,-76.03,43.31,-76.39,""
516019,10.4 mi,2021-10-29,12:30,14029,723,43.32,-76.58,43.31,-76.39,""
516020,40.4 mi,2021-10-29,17:00,12088,804,44.92,-74.91,44.47,-75.23,""
516021,40.4 mi,2021-10-29,17:00,12087,186,44.92,-74.91,44.47,-75.23,""
516022,40.4 mi,2021-10-29,17:00,12933,804,44.92,-74.91,44.47,-75.23,""
516023,40.4 mi,2021-10-29,17:00,14721,186,44.92,-74.91,44.47,-75.23,""
516024,20.2 mi,2021-10-29,05:30,5713,820,44.46,-75.23,44.67,-74.99,FMLM
516025,16.6 mi,2021-10-29,14:30,12466,630,43.97,-75.62,43.95,-75.91,STP
516026,16.6 mi,2021-10-29,18:45,12466,630,43.95,-75.91,43.97,-75.62,STP
516027,10.7 mi,2021-10-29,09:45,486,71,44.02,-75.76,43.95,-75.91,STP
516028,10.8 mi,2021-10-29,13:00,486,71,43.95,-75.91,44.02,-75.76,STP
516029,5.2 mi,2021-10-29,06:20,959,14,44.01,-75.88,43.95,-75.91,STP
516030,25.3 mi,2021-10-29,11:05,476,260,43.78,-76.22,43.95,-75.91,STP
516031,24.8 mi,2021-10-29,14:00,476,260,43.95,-75.91,43.78,-76.22,STP
516032,3.1 mi,2021-10-29,06:05,484,14,43.98,-75.91,43.95,-75.91,STP
516033,24.6 mi,2021-10-29,11:05,10661,133,44.24,-76.08,43.95,-75.91,STP
516034,24.3 mi,2021-10-29,14:30,10661,133,43.95,-75.91,44.24,-76.08,STP
516035,12.8 mi,2021-10-29,06:20,479,71,44.09,-75.81,43.95,-75.91,STP
516036,12.5 mi,2021-10-29,11:15,479,71,43.95,-75.91,44.09,-75.81,STP
516037,58.1 mi,2021-10-29,13:45,12594,34,43.25,-76.31,43.95,-75.91,OTP
516038,16.5 mi,2021-10-29,16:30,13305,362,43.97,-75.62,43.95,-75.91,STP
516039,1.6 mi,2021-10-29,06:00,14330,71,43.96,-75.91,43.95,-75.91,STP
516040,12.8 mi,2021-10-29,09:00,15490,489,44.02,-75.72,43.98,-75.92,OTP
516041,10.3 mi,2021-10-29,17:00,12254,994,43.39,-76.05,43.51,-76.0,""
516042,110 mi,2021-10-29,12:30,13502,492,44.29,-75.4,43.06,-76.15,STLAW
516043,17.4 mi,2021-10-29,11:40,7605,407,44.01,-75.65,43.95,-75.91,STP
516044,32.7 mi,2021-10-29,15:15,847,281,44.26,-75.54,43.95,-75.91,STLAW
516045,353 mi,2021-10-29,06:45,14760,191,41.14,-74.0,44.69,-75.5,STLAW
516046,33.8 mi,2021-10-29,09:45,6486,385,44.29,-75.55,43.97,-75.94,STLAW
516047,11.8 mi,2021-10-29,08:35,6316,235,44.8,-75.0,44.86,-75.2,FMLM
516048,11.8 mi,2021-10-29,15:30,6316,235,44.86,-75.2,44.8,-75.0,FMLM
516049,2.4 mi,2021-10-29,08:35,6581,235,44.85,-75.24,44.86,-75.2,FMLM
516050,2.4 mi,2021-10-29,15:30,6581,235,44.86,-75.2,44.85,-75.24,FMLM
516051,6.2 mi,2021-10-29,09:10,15438,475,44.61,-75.05,44.6,-75.14,FMLM
516052,13.8 mi,2021-10-29,10:45,11488,302,43.97,-75.63,43.8,-75.5,STP
516053,29.6 mi,2021-10-29,11:00,15457,32,43.91,-75.37,43.97,-75.88,LSVC
516054,16.5 mi,2021-10-29,08:00,9627,820,44.52,-74.91,44.59,-75.18,""
516055,10.5 mi,2021-10-29,10:00,3928,149,44.8,-74.98,44.92,-74.89,STLAW
516056,17.1 mi,2021-10-29,06:20,12716,267,44.13,-75.74,43.95,-75.91,STP
516057,2.0 mi,2021-10-29,10:00,13999,397,43.98,-75.88,43.97,-75.91,FIDLS
516058,7.4 mi,2021-10-29,09:30,15283,475,44.67,-75.18,44.59,-75.18,FMLM
516059,12.5 mi,2021-10-29,16:40,12113,397,44.5,-74.97,44.6,-75.15,""
516060,10.5 mi,2021-10-29,05:30,8256,179,44.8,-74.98,44.92,-74.89,SOTP
516061,11.8 mi,2021-10-29,09:15,1042,14,43.95,-76.12,43.95,-75.91,STP
516062,16.9 mi,2021-10-29,14:00,12624,133,44.15,-75.71,43.98,-75.92,SRVC
516063,31.8 mi,2021-10-29,11:00,15222,179,44.75,-74.99,44.69,-75.5,STLAW
516064,26.2 mi,2021-10-29,16:40,14258,16,44.33,-75.47,44.6,-75.15,""
516065,1.4 mi,2021-10-29,07:30,7653,31,43.98,-75.61,43.99,-75.59,STP
516066,3.7 mi,2021-10-29,08:20,7334,976,44.68,-74.97,44.66,-75.03,FMLM
516067,12.4 mi,2021-10-29,15:10,7334,804,44.6,-75.17,44.68,-74.97,FMLM
516068,12.8 mi,2021-10-29,17:00,13920,192,44.55,-74.96,44.59,-75.18,""
516069,7.5 mi,2021-10-29,17:00,14676,150,44.5,-75.27,44.59,-75.18,""
516070,14.5 mi,2021-10-29,12:30,2476,776,43.86,-76.13,43.97,-75.91,STP
516071,4.1 mi,2021-10-29,08:45,15551,99,44.02,-75.98,44.01,-76.04,HGS
516072,12.8 mi,2021-10-29,17:00,14143,192,44.55,-74.96,44.59,-75.18,""
516073,8.2 mi,2021-10-29,09:30,14209,299,44.05,-75.83,43.98,-75.92,SRVC
516074,8.2 mi,2021-10-29,09:30,14210,299,44.05,-75.83,43.98,-75.92,SRVC
516075,26.0 mi,2021-10-29,09:30,14149,75,43.79,-75.52,43.98,-75.92,SRVC
516076,21.4 mi,2021-10-29,15:30,13234,489,43.79,-76.12,43.98,-75.92,HGS
516077,19.2 mi,2021-10-29,14:10,5713,154,44.66,-75.03,44.46,-75.23,FMLM
516078,51.3 mi,2021-10-29,08:30,7284,613,44.3,-75.8,44.6,-75.17,""
516079,69.0 mi,2021-10-29,18:00,12562,489,43.85,-76.19,43.01,-76.16,SRVC
516080,19.9 mi,2021-10-29,18:00,12563,489,43.85,-76.19,43.97,-75.9,SRVC
516081,73.9 mi,2021-10-29,18:00,6508,489,43.96,-75.87,43.01,-76.16,SRVC
516082,73.9 mi,2021-10-29,18:00,7283,489,43.96,-75.87,43.01,-76.16,SRVC
516083,19.4 mi,2021-10-29,12:00,15540,192,44.59,-75.18,44.69,-75.5,""
516084,36.5 mi,2021-10-29,13:30,4865,121,44.36,-75.7,43.97,-75.91,STLAW
516085,1.6 mi,2021-10-29,06:15,15854,192,44.68,-74.99,44.67,-74.99,FMLM
516086,58.5 mi,2021-10-29,18:00,12920,75,43.96,-75.92,43.18,-76.12,SRVC
516087,10.0 mi,2021-10-29,14:15,15813,994,43.2,-76.28,43.31,-76.39,""
516088,18.7 mi,2021-10-29,14:00,2829,52,44.7,-75.47,44.6,-75.15,FMLM
516089,30.3 mi,2021-10-29,06:05,15309,186,44.69,-74.99,44.72,-75.45,FMLM
516090,6.3 mi,2021-10-29,13:10,8335,224,44.75,-74.99,44.67,-74.97,STLAW
516091,7.4 mi,2021-10-29,12:30,13966,887,43.23,-76.3,43.31,-76.39,""
516092,7.4 mi,2021-10-29,12:30,14839,887,43.23,-76.3,43.31,-76.39,""
516093,26.2 mi,2021-10-29,06:50,15781,976,44.72,-75.45,44.66,-75.03,FMLM
516094,20.2 mi,2021-10-29,16:20,15781,154,44.6,-75.15,44.72,-75.45,FMLM
516095,7.7 mi,2021-10-29,08:00,5274,71,44.0,-75.71,43.99,-75.84,STP
516096,37.0 mi,2021-10-29,13:30,7751,7,43.45,-75.51,43.09,-75.26,LEWIS
516097,14.8 mi,2021-10-29,07:15,15824,489,43.97,-75.91,43.89,-75.68,SRVC
516098,9.0 mi,2021-10-29,12:30,3677,196,44.67,-74.98,44.61,-75.13,STLAW
516099,0.8 mi,2021-10-29,15:15,9793,976,44.93,-74.88,44.94,-74.88,""
516100,0.8 mi,2021-10-29,13:15,9710,149,44.94,-74.88,44.93,-74.88,""
516101,6.9 mi,2021-10-29,14:30,676,267,44.11,-75.78,44.16,-75.7,CHJC
516102,2.9 mi,2021-10-29,16:15,12095,727,43.33,-76.4,43.31,-76.39,""
516103,28.6 mi,2021-10-29,15:10,12151,727,43.44,-76.05,43.31,-76.39,""
516104,44.0 mi,2021-10-29,15:05,12153,986,43.79,-76.12,43.31,-76.39,""
516105,62.3 mi,2021-10-29,14:35,12152,986,43.96,-75.91,43.31,-76.39,""
516106,28.1 mi,2021-10-29,10:30,14568,23,43.07,-76.11,43.32,-76.42,""
516107,5.9 mi,2021-10-29,09:30,13386,788,43.45,-76.41,43.47,-76.5,""
516108,65.7 mi,2021-10-29,11:30,15961,815,43.92,-75.94,43.06,-76.15,STP
516109,77.5 mi,2021-10-29,16:30,12919,13,43.05,-74.86,43.18,-76.11,SRVC
516110,26.4 mi,2021-10-29,11:00,4152,53,44.13,-76.33,43.97,-75.91,PWD
516111,0.8 mi,2021-10-29,08:00,758,475,44.6,-75.17,44.59,-75.18,FIDLS
516112,7.8 mi,2021-10-29,08:15,13997,14,44.03,-75.86,43.97,-75.94,STP
516113,9.7 mi,2021-10-29,09:15,13997,14,43.97,-75.94,44.03,-75.86,STP
516114,22.7 mi,2021-10-29,09:15,14588,164,44.07,-75.5,43.97,-75.91,STP
516115,35.0 mi,2021-10-29,13:15,13679,782,44.34,-75.91,44.69,-75.5,STP
516116,32.2 mi,2021-10-29,16:15,6486,385,43.95,-75.91,44.29,-75.55,STLAW
516117,5.7 mi,2021-10-29,08:30,14833,820,44.54,-75.23,44.6,-75.17,""
516118,23.2 mi,2021-10-29,08:00,12372,492,44.45,-75.69,44.7,-75.46,FMLM
516119,22.1 mi,2021-10-29,15:45,12372,52,44.62,-75.41,44.45,-75.69,FMLM
516120,54.6 mi,2021-10-29,09:00,12540,149,44.16,-75.04,44.8,-74.99,""
516121,11.8 mi,2021-10-29,10:15,1042,14,43.95,-75.91,43.95,-76.12,STP
516122,5.7 mi,2021-10-29,07:35,12285,811,43.32,-76.5,43.31,-76.42,""
516123,85.3 mi,2021-10-29,09:30,13726,934,43.98,-75.61,43.04,-76.14,STP
516124,21.1 mi,2021-10-29,13:00,15598,164,44.01,-75.53,43.8,-75.5,LEWIS
516125,26.0 mi,2021-10-29,16:15,12094,727,43.47,-76.08,43.31,-76.39,""
516126,12.1 mi,2021-10-29,16:15,12093,727,43.45,-76.46,43.31,-76.39,""
516127,12.6 mi,2021-10-29,14:50,15683,820,44.67,-75.05,44.8,-74.99,FMLM
516128,2.1 mi,2021-10-29,08:00,2047,976,44.67,-75.0,44.69,-74.98,FMLM
516129,7.9 mi,2021-10-29,10:40,14503,77,43.75,-75.37,43.8,-75.5,TLS
516130,28.2 mi,2021-10-29,10:00,8429,13,43.5,-75.57,43.8,-75.5,LOTP
516131,17.3 mi,2021-10-29,11:30,8429,13,43.48,-75.32,43.5,-75.57,LOTP
516132,26.2 mi,2021-10-29,10:00,8124,493,43.76,-75.52,43.95,-75.91,LEWIS
516133,13.1 mi,2021-10-29,13:00,1242,345,44.07,-76.14,43.98,-75.95,PWD
516134,1.3 mi,2021-10-29,13:00,15887,804,44.68,-74.99,44.67,-74.98,""
516135,14.4 mi,2021-10-29,09:45,9598,196,44.74,-75.0,44.6,-75.17,""
516136,30.0 mi,2021-10-29,08:30,13651,804,44.94,-74.9,44.6,-75.17,""
516137,6.9 mi,2021-10-29,07:45,14503,876,43.75,-75.37,43.77,-75.48,TLS
516138,20.3 mi,2021-10-29,08:10,3148,127,43.79,-76.11,43.97,-75.88,SRVC
516139,17.0 mi,2021-10-29,09:00,15801,157,44.82,-74.56,44.86,-74.29,""
516140,26.7 mi,2021-10-29,14:00,14344,163,43.79,-75.5,43.98,-75.92,SRVC
516141,11.7 mi,2021-10-29,07:00,1171,180,44.75,-75.13,44.6,-75.16,FMLM
516142,76.3 mi,2021-10-29,09:00,10119,262,43.62,-75.36,43.32,-76.41,TLS
516143,32.4 mi,2021-10-29,06:15,15946,976,44.37,-75.13,44.69,-75.5,FIDLS
516144,26.4 mi,2021-10-29,14:15,3673,876,43.78,-75.49,43.95,-75.91,TLS
516145,10.0 mi,2021-10-29,11:30,14209,299,43.98,-75.92,44.05,-75.83,SRVC
516146,10.0 mi,2021-10-29,11:30,14210,299,43.98,-75.92,44.05,-75.83,SRVC
516147,7.6 mi,2021-10-29,11:00,4124,826,44.42,-75.39,44.34,-75.48,STLAW
516148,1.2 mi,2021-10-29,16:00,12257,59,43.98,-75.92,43.97,-75.91,SRVC
516149,26.7 mi,2021-10-29,16:00,14344,163,43.98,-75.92,43.79,-75.5,SRVC
516150,16.8 mi,2021-10-29,16:00,12624,133,43.98,-75.92,44.15,-75.71,SRVC
516151,2.6 mi,2021-10-29,11:45,9819,200,44.69,-74.99,44.68,-74.97,FMLM
516152,19.7 mi,2021-10-29,15:00,7815,99,43.79,-76.11,43.98,-75.92,SRVC
516153,1.3 mi,2021-10-29,11:30,14931,466,43.79,-75.48,43.8,-75.5,LEWIS
516154,26.6 mi,2021-10-29,14:40,14990,32,43.79,-75.49,43.98,-75.92,SRVC
516155,33.7 mi,2021-10-29,17:00,14990,32,43.98,-75.92,43.83,-75.4,SRVC
516156,13.5 mi,2021-10-29,17:15,12093,727,43.31,-76.39,43.44,-76.51,""
516157,4.1 mi,2021-10-29,AM,15285,487,44.29,-76.0,44.3,-75.97,OTP
516158,2.7 mi,2021-10-29,10:30,11436,671,43.95,-75.92,43.98,-75.92,MCD
516159,28.3 mi,2021-10-29,13:00,89,77,43.47,-75.52,43.79,-75.49,LMCD
516160,16.2 mi,2021-10-29,08:00,9337,31,43.98,-75.62,43.98,-75.92,MCD
516161,15.0 mi,2021-10-29,12:00,4650,31,44.02,-75.66,43.98,-75.92,MCD
516162,2.7 mi,2021-10-29,09:15,14621,302,43.95,-75.92,43.98,-75.92,MCD
516163,58.4 mi,2021-10-29,09:30,13824,187,44.7,-75.49,43.98,-75.92,STLMCD
516164,35.3 mi,2021-10-29,11:15,2246,388,44.28,-75.85,44.69,-75.5,MCD
516165,16.5 mi,2021-10-29,11:00,6293,127,43.81,-76.04,43.98,-75.92,MCD
516166,39.2 mi,2021-10-29,10:00,7696,876,43.74,-75.34,43.98,-75.92,LMCD
516167,30.5 mi,2021-10-29,08:00,4998,65,43.89,-75.39,43.98,-75.92,LMCD
516168,11.0 mi,2021-10-29,09:15,9446,671,44.03,-75.73,43.98,-75.92,MCD
516169,50.7 mi,2021-10-29,09:45,9237,199,44.45,-75.24,43.98,-75.92,STLMCD
516170,30.5 mi,2021-10-29,07:45,4165,65,43.89,-75.39,43.98,-75.92,LMCD
516171,0.6 mi,2021-10-29,11:15,13384,108,44.69,-75.5,44.69,-75.5,STLMCD
516172,4.5 mi,2021-10-29,07:00,1832,71,44.04,-75.9,43.98,-75.92,MCD
516173,9.9 mi,2021-10-29,14:45,385,466,43.72,-75.37,43.8,-75.5,LMCD
516174,5.0 mi,2021-10-29,10:30,7664,161,43.75,-75.43,43.8,-75.5,LMCD
516175,16.5 mi,2021-10-29,09:30,7104,127,43.81,-76.04,43.98,-75.92,MCD
516176,22.5 mi,2021-10-29,08:30,10171,671,44.24,-76.08,43.96,-75.91,MCD
516177,8.3 mi,2021-10-29,10:30,13497,65,43.92,-75.81,43.98,-75.92,MCD
516178,88.3 mi,2021-10-29,08:00,186,25,44.03,-75.72,43.06,-76.1,MCD
516179,58.7 mi,2021-10-29,06:30,7686,16,43.98,-75.91,43.45,-76.51,MCD
516180,30.4 mi,2021-10-29,12:30,15150,190,44.95,-74.79,44.86,-74.29,STLMCD
516181,58.0 mi,2021-10-29,07:00,13964,554,44.69,-75.49,43.98,-75.92,STLMCD
516182,16.4 mi,2021-10-29,11:00,5961,385,43.81,-76.03,43.98,-75.92,MCD
516183,11.6 mi,2021-10-29,10:30,15136,580,44.12,-75.97,43.98,-75.92,MCD
516184,22.7 mi,2021-10-29,16:15,4842,302,43.92,-75.53,43.95,-75.91,LMCD
516185,69.7 mi,2021-10-29,07:15,9448,350,43.98,-75.91,43.09,-76.19,MCD70
516186,4.0 mi,2021-10-29,08:00,114,59,44.0,-75.98,43.98,-75.92,MCD
516187,16.0 mi,2021-10-29,08:00,7878,31,43.98,-75.62,43.98,-75.92,MCD
516188,50.8 mi,2021-10-29,10:15,753,52,44.61,-75.59,43.98,-75.92,STLMCD
516189,17.5 mi,2021-10-29,07:15,10494,768,42.61,-78.81,42.8,-78.8,EMCD
516190,24.9 mi,2021-10-29,06:30,7988,876,43.89,-75.51,43.98,-75.92,LMCD
516191,1.2 mi,2021-10-29,09:45,13390,59,43.97,-75.9,43.98,-75.92,MCD
516192,1.6 mi,2021-10-29,10:45,14916,163,43.98,-75.9,43.98,-75.92,MCD
516193,35.3 mi,2021-10-29,07:45,97,161,43.71,-75.4,43.98,-75.92,LMCD
516194,25.5 mi,2021-10-29,06:30,129,119,44.24,-75.61,43.98,-75.92,MCD
516195,8.1 mi,2021-10-29,08:45,7766,34,44.01,-76.05,43.98,-75.92,MCD
516196,15.0 mi,2021-10-29,10:00,7286,16,44.14,-75.73,43.98,-75.92,MCD
516197,28.8 mi,2021-10-29,09:00,15451,133,44.33,-75.92,43.98,-75.92,MCD
516198,20.3 mi,2021-10-29,10:30,12641,487,44.25,-75.89,43.98,-75.92,MCD
516199,88.5 mi,2021-10-29,05:30,99,75,43.98,-75.61,43.06,-76.1,MCD
516200,85.2 mi,2021-10-29,08:15,101,580,44.18,-76.09,43.09,-76.19,MCD
516201,11.6 mi,2021-10-29,08:30,13094,776,43.88,-76.09,43.95,-75.91,MCD
516202,34.2 mi,2021-10-29,08:45,12797,177,44.93,-74.88,44.71,-75.46,STLMCD
516203,57.6 mi,2021-10-29,13:00,15962,870,43.81,-76.03,43.04,-76.17,MCD
516204,38.2 mi,2021-10-29,14:15,1987,826,44.21,-75.61,44.61,-75.13,MCD
516205,1.3 mi,2021-10-29,09:15,15046,59,43.97,-75.91,43.98,-75.92,MCD
516206,28.3 mi,2021-10-29,08:00,3126,487,44.32,-75.96,43.98,-75.92,MCD
516207,29.9 mi,2021-10-29,14:15,13441,470,44.93,-74.89,44.61,-75.13,STLMCD
516208,7.7 mi,2021-10-29,06:15,3915,345,44.01,-76.05,43.98,-75.92,MCD
516209,74.1 mi,2021-10-29,07:30,801,295,43.98,-75.92,43.06,-76.1,FMCD
516210,45.7 mi,2021-10-29,10:45,15661,185,43.87,-75.18,43.98,-75.92,LMCD
516211,24.9 mi,2021-10-29,08:30,15693,302,44.07,-75.5,43.95,-75.91,MCD
516212,109 mi,2021-10-29,11:15,2094,129,44.94,-74.79,44.45,-73.16,STLMCD
516213,12.9 mi,2021-10-29,08:00,4184,179,44.94,-74.88,44.97,-74.65,STLMCD
516214,14.3 mi,2021-10-29,09:30,651,999,43.81,-76.03,43.99,-75.94,MCD
516215,8.2 mi,2021-10-29,10:30,6278,345,44.01,-76.05,43.98,-75.92,MCD
516216,27.5 mi,2021-10-29,14:00,13900,60,44.86,-74.86,44.6,-75.15,STLMCD
516217,29.7 mi,2021-10-29,14:45,3797,200,44.89,-75.02,44.7,-75.49,STLMCD
516218,17.4 mi,2021-10-29,08:00,322,154,44.85,-75.08,44.68,-74.98,STLMCD
516219,19.2 mi,2021-10-29,14:30,322,475,44.85,-75.08,44.59,-75.18,STLMCD
516220,23.9 mi,2021-10-29,14:00,4768,262,43.89,-75.52,43.95,-75.92,LMCD
516221,12.9 mi,2021-10-29,15:30,56,934,44.04,-75.69,43.98,-75.91,MCD
516222,35.4 mi,2021-10-29,13:30,4484,222,44.34,-75.46,44.68,-74.98,STLMCD
516223,16.2 mi,2021-10-29,14:00,2758,362,43.97,-75.61,43.95,-75.91,MCD
516224,73.2 mi,2021-10-29,11:00,3296,999,43.98,-75.91,43.04,-76.14,MCD
516225,29.2 mi,2021-10-29,11:30,294,235,44.7,-75.48,44.68,-74.98,STLMCD
516226,29.4 mi,2021-10-29,08:00,528,150,44.55,-75.42,44.68,-74.98,STLMCD
516227,29.7 mi,2021-10-29,15:00,1945,187,44.69,-75.49,44.68,-74.98,STLMCD
516228,8.5 mi,2021-10-29,11:00,50,60,44.83,-74.98,44.92,-74.89,STLMCD
516229,13.3 mi,2021-10-29,13:15,687,302,43.98,-75.63,43.97,-75.88,MCD
516230,11.9 mi,2021-10-29,10:15,146,385,43.87,-76.0,43.98,-75.92,MCD
516231,162 mi,2021-10-29,14:15,2881,191,44.93,-74.89,43.09,-76.06,STLMCD
516232,92.4 mi,2021-10-29,14:45,1726,977,43.79,-75.5,43.04,-76.02,LMCD
516233,18.5 mi,2021-10-29,14:00,1159,198,44.6,-75.17,44.7,-75.49,STLMCD
516234,12.5 mi,2021-10-29,08:15,13403,203,44.47,-75.23,44.61,-75.13,STLMCD
516235,30.8 mi,2021-10-29,09:30,15909,119,44.29,-75.62,43.98,-75.92,MCD
516236,16.6 mi,2021-10-29,11:00,13116,59,43.99,-75.91,43.97,-75.61,MCD
516237,65.9 mi,2021-10-29,13:15,4632,96,43.9,-75.56,43.09,-75.28,LMCD
